date,diff
31:08.7,216.66667
31:08.7,238
31:08.7,237
31:08.7,236
31:08.7,247.25
31:08.7,202
31:08.7,205
31:08.7,229.66667
31:08.7,220
31:08.7,191.66667
31:08.7,207.66667
31:08.7,232
31:08.7,279
31:08.7,241
31:08.7,236.33333
31:08.7,197
31:08.7,269
31:08.8,137
31:08.8,170
31:08.8,151
31:08.8,148.33333
31:08.8,109
31:08.8,123.5
31:08.8,112
31:08.8,158.66667
31:08.9,242
31:08.9,172
31:08.9,177.33333
31:08.9,177.5
31:08.9,188
31:08.9,191
31:08.9,224
31:08.9,205.5
31:08.9,202
31:08.9,164.66667
31:08.9,139.5
31:08.9,160
31:08.9,159.66667
31:08.9,164.5
31:08.9,147.33333
31:08.9,181
31:08.9,150.33333
31:08.9,133
31:09.0,209
31:09.1,266
31:09.7,107
31:09.8,330.5
31:09.8,225
31:09.8,261.6
31:09.8,255
31:09.8,244.5
31:09.8,242.75
31:09.8,245.4
31:09.8,194
31:09.8,237
31:09.8,264
31:09.8,268
31:09.8,225.33333
31:09.8,237.25
31:09.8,223.25
31:09.8,221.4
31:09.8,232.25
31:09.8,245.66667
31:09.8,272.75
31:09.8,277.5
31:09.9,266
31:09.9,197
31:09.9,252
31:09.9,273
31:09.9,163.33333
31:09.9,258
31:09.9,104
31:09.9,158
31:09.9,201.5
31:09.9,116
31:09.9,67
31:09.9,159
31:09.9,142
31:09.9,100.666664
31:09.9,107.666664
31:10.0,64
31:10.0,80
31:10.2,73
31:10.5,203
31:10.7,31
31:10.9,80
31:11.0,219
31:11.1,89
31:11.7,207.5
31:11.7,222
31:11.7,240
31:11.8,124
31:11.8,122
31:11.8,72
31:11.8,60.5
31:11.8,97
31:11.8,92.5
31:11.8,76.5
31:11.8,81.666664
31:11.8,39.333332
31:11.8,104
31:11.8,40.166668
31:11.8,80.666664
31:11.8,88
31:11.8,66
31:11.8,39.25
31:11.8,27.75
31:11.8,85
31:11.9,235.25
31:11.9,225.33333
31:11.9,262.75
31:11.9,255.5
31:11.9,264.75
31:11.9,270.33334
31:11.9,234.5
31:11.9,255.5
31:11.9,199.66667
31:11.9,207
31:11.9,206
31:11.9,211
31:12.0,204.75
31:12.0,196.25
31:12.0,216.25
31:12.0,190
31:12.0,174.33333
31:12.0,222.33333
31:12.0,183.66667
31:12.0,154
31:12.2,134
31:12.5,34
31:12.7,81
31:12.9,129
31:13.0,92
31:13.1,198
31:13.7,88
31:13.7,66
31:13.7,66
31:13.7,104.5
31:13.7,76
31:13.7,61
31:13.7,90
31:13.7,53
31:13.7,62
31:13.7,91
31:13.7,118
31:13.7,36.5
31:13.7,76.333336
31:13.7,43
31:13.7,74.333336
31:13.7,75.25
31:13.7,62.666668
31:13.7,64.333336
31:13.7,70.333336
31:13.7,50.333332
31:13.7,47
31:13.7,70.25
31:13.7,99.666664
31:13.7,63.666668
31:13.7,67.333336
31:13.7,56
31:13.7,100
31:13.8,262.5
31:13.8,301
31:13.8,299
31:13.8,211
31:13.8,299.5
31:13.8,205
31:13.8,299
31:13.8,175
31:13.8,199
31:13.8,244
31:13.8,234
31:13.8,250.66667
31:13.8,277.5
31:13.8,297
31:13.8,228
31:13.8,241
31:13.8,193.5
31:13.8,217
31:13.8,195
31:13.8,186
31:13.8,199.33333
31:13.8,185.5
31:13.8,178
31:13.8,124.5
31:13.8,206.66667
31:13.8,214.66667
31:13.8,217
31:13.8,213.66667
31:13.8,163
31:13.8,186.33333
31:13.8,141
31:13.8,156.33333
31:13.8,171
31:13.9,108
31:13.9,40
31:13.9,154.5
31:13.9,34.5
31:13.9,167
31:13.9,148
31:13.9,154
31:13.9,150
31:13.9,105
31:13.9,169.5
31:13.9,180
31:13.9,129.5
31:13.9,158
31:13.9,99
31:13.9,53
31:13.9,53.5
31:13.9,57
31:13.9,57.5
31:13.9,112
31:13.9,97
31:13.9,101.333336
31:13.9,128
31:13.9,108
31:13.9,69
31:13.9,38.666668
31:13.9,53.333332
31:13.9,11
31:14.0,232.5
31:14.0,237.75
31:14.0,246
31:14.0,222
31:14.0,247.75
31:14.0,229.75
31:14.0,230
31:14.0,229.33333
31:14.0,219
31:14.0,230.25
31:14.0,226
31:14.0,209
31:14.0,216.5
31:14.0,223
31:14.0,188.5
31:14.3,170
31:14.6,127
31:14.7,305
31:14.9,130
31:15.0,130
31:15.1,40
31:15.4,184
31:15.7,196
31:15.7,185.5
31:15.7,188
31:15.7,230
31:15.7,208.33333
31:15.7,152
31:15.7,224
31:15.7,172
31:15.7,225.66667
31:15.7,191.6
31:15.7,202
31:15.7,205.8
31:15.7,180.66667
31:15.7,196
31:15.7,199.5
31:15.7,159.33333
31:15.7,188
31:15.7,221
31:15.7,240
31:15.7,192
31:15.7,194.5
31:15.7,201.33333
31:15.8,126.333336
31:15.8,141
31:15.8,88
31:15.8,120
31:15.8,140
31:15.8,61
31:15.8,76
31:15.8,95.5
31:15.8,128.66667
31:15.9,225
31:15.9,237.5
31:15.9,259
31:15.9,171
31:15.9,169.5
31:15.9,173.5
31:15.9,174
31:15.9,175.5
31:15.9,223.5
31:15.9,240
31:15.9,186.5
31:15.9,196.66667
31:15.9,192.33333
31:15.9,208.75
31:15.9,175
31:16.0,121
31:16.0,148.25
31:16.0,130
31:16.0,131
31:16.0,79.5
31:16.0,87
31:16.0,121.5
31:16.0,122
31:16.0,129
31:16.0,67
31:16.0,93
31:16.0,144.5
31:16.0,84
31:16.0,88
31:16.0,91
31:16.0,73.5
31:16.0,85.5
31:16.0,112
31:16.0,57
31:16.0,101.25
31:16.0,77.25
31:16.0,83
31:16.0,38.5
31:16.1,82.5
31:16.1,41.333332
31:16.1,217
31:16.3,58
31:16.7,143
31:16.7,113
31:16.9,128
31:17.0,21
31:17.1,150
31:17.2,16
31:17.4,64
31:17.7,70.5
31:17.7,71
31:17.7,57.5
31:17.7,92
31:17.7,74.666664
31:17.7,51
31:17.7,101
31:17.7,64.333336
31:17.7,90
31:17.7,52.666668
31:17.7,68
31:17.7,69.25
31:17.7,56.333332
31:17.7,52.5
31:17.7,69
31:17.7,61
31:17.7,62.5
31:17.7,31.666666
31:17.7,42.5
31:17.7,61
31:17.7,60.5
31:17.7,75.5
31:17.7,59.25
31:17.7,41
31:17.7,80
31:17.8,191.33333
31:17.8,184
31:17.8,199
31:17.8,181.8
31:17.8,173.5
31:17.8,178.5
31:17.8,186
31:17.9,8.5
31:17.9,11.5
31:17.9,10
31:18.0,241
31:18.0,249
31:18.0,256.75
31:18.0,267.75
31:18.0,272.75
31:18.0,230
31:18.0,200.75
31:18.0,242.5
31:18.0,297
31:18.0,183.66667
31:18.0,176.5
31:18.0,205
31:18.0,198.5
31:18.0,197
31:18.0,158
31:18.0,215.5
31:18.0,192
31:18.0,180.33333
31:18.0,184.66667
31:18.0,159.5
31:18.1,172.66667
31:18.1,172.8
31:18.1,168
31:18.1,166.8
31:18.1,132.75
31:18.1,181.66667
31:18.1,133.25
31:18.2,117
31:18.3,107
31:18.3,55
31:18.7,218
31:18.7,189
31:18.8,136
31:18.8,107
31:18.8,114
31:18.8,92.5
31:18.8,93
31:18.8,107
31:18.8,93
31:18.8,81
31:18.8,95
31:18.8,82
31:18.8,86
31:18.8,84.333336
31:18.8,69.666664
31:18.8,79.2
31:18.8,91.666664
31:18.8,92
31:18.8,68.75
31:18.8,77
31:18.8,54.666668
31:18.8,97
31:18.8,44
31:18.8,69
31:18.9,207
31:18.9,194
31:18.9,210
31:18.9,207
31:18.9,189
31:18.9,213
31:18.9,211
31:18.9,213
31:18.9,200
31:18.9,209
31:18.9,216
31:18.9,214
31:19.0,168
31:19.0,127
31:19.1,38
31:19.2,132
31:19.4,131
31:19.6,16
31:19.7,142
31:19.7,131.5
31:19.7,133
31:19.7,167.5
31:19.7,186
31:19.7,148
31:19.7,160
31:19.7,120.5
31:19.7,187
31:19.7,137
31:19.7,199
31:19.7,98.333336
31:19.7,182
31:19.7,137
31:19.7,151
31:19.7,165.5
31:19.7,131.66667
31:19.7,118
31:19.7,141
31:19.7,151
31:19.7,125.5
31:19.7,134
31:19.7,78
31:19.8,74.5
31:19.8,68
31:19.8,126.75
31:19.8,94.5
31:19.8,57.75
31:19.8,118
31:19.8,71.25
31:19.8,60.5
31:19.8,64
31:19.8,28.25
31:19.8,58
31:19.8,221
31:19.8,237
31:19.9,81.5
31:19.9,82
31:19.9,84
31:20.0,60.5
31:20.0,65.75
31:20.0,74.5
31:20.0,73
31:20.0,71.666664
31:20.0,56
31:20.0,43.75
31:20.0,49.333332
31:20.0,81
31:20.0,222
31:20.0,218
31:20.0,223
31:20.0,236
31:20.0,209
31:20.1,208
31:20.1,206.4
31:20.1,216
31:20.1,189
31:20.1,184.5
31:20.1,202.5
31:20.1,200
31:20.1,191
31:20.1,171.5
31:20.1,124
31:20.2,116
31:20.3,169
31:20.3,116
31:20.8,263
31:20.8,216
31:20.8,178.66667
31:20.8,163.25
31:20.8,159.33333
31:20.8,150.5
31:20.8,161.33333
31:20.8,151.75
31:20.8,116
31:20.8,155.75
31:20.8,167.25
31:20.8,173.5
31:20.8,142
31:20.8,150
31:20.8,107
31:20.8,131.75
31:20.9,169
31:20.9,72.5
31:20.9,38
31:20.9,101.5
31:20.9,34.5
31:20.9,102.5
31:20.9,98
31:20.9,97
31:20.9,81.5
31:20.9,118
31:20.9,69
31:20.9,115
31:20.9,114.5
31:20.9,34
31:20.9,86.666664
31:21.0,207
31:21.0,196
31:21.1,106
31:21.2,194
31:21.3,92
31:21.5,195
31:21.6,82
31:21.7,188
31:21.7,205.5
31:21.7,246
31:21.7,249
31:21.7,232
31:21.7,188
31:21.7,222
31:21.7,160
31:21.7,208
31:21.7,247
31:21.7,184
31:21.7,227
31:21.7,261
31:21.7,169
31:21.7,184.33333
31:21.7,203.5
31:21.7,230.33333
31:21.7,182
31:21.7,183.33333
31:21.7,210.33333
31:21.7,191
31:21.7,166.5
31:21.8,135.5
31:21.8,135.5
31:21.8,128
31:21.8,151
31:21.8,186
31:21.8,190
31:21.8,97
31:21.8,102.333336
31:21.8,75
31:21.8,98
31:21.8,90
31:21.8,87.333336
31:21.8,81.666664
31:21.8,63.666668
31:21.8,83
31:21.8,67.666664
31:21.8,123
31:21.9,232
31:21.9,157.5
31:21.9,158
31:21.9,163
31:21.9,158
31:22.0,139
31:22.0,134
31:22.0,137
31:22.0,145
31:22.0,145
31:22.0,137
31:22.0,157
31:22.0,141
31:22.0,155
31:22.0,143
31:22.0,118
31:22.0,94.666664
31:22.0,115.666664
31:22.0,152
31:22.1,45.5
31:22.1,64
31:22.1,25.5
31:22.1,32
31:22.1,44.6
31:22.1,26.333334
31:22.1,180
31:22.2,166
31:22.3,21
31:22.3,192
31:22.5,83
31:22.8,32.5
31:22.8,257.66666
31:22.8,216
31:22.8,267
31:22.8,225
31:22.8,236.5
31:22.8,222
31:22.8,216.5
31:22.8,223.5
31:22.8,206
31:22.8,229
31:22.8,233
31:22.8,204.25
31:22.9,227.33333
31:22.9,239.75
31:22.9,206
31:22.9,214.25
31:22.9,171
31:22.9,196
31:22.9,234
31:22.9,142.5
31:22.9,107
31:22.9,171.5
31:22.9,107
31:22.9,138.5
31:22.9,165
31:22.9,169
31:22.9,165
31:22.9,151.5
31:22.9,176.5
31:22.9,163.6
31:22.9,185
31:22.9,103
31:22.9,156
31:23.0,63
31:23.0,53
31:23.1,210
31:23.1,218.33333
31:23.1,211
31:23.1,211
31:23.1,202.33333
31:23.1,205
31:23.1,210
31:23.2,48
31:23.3,162
31:23.5,43
31:23.6,157
31:23.6,113
31:23.7,200
31:23.9,38
31:24.0,217
31:24.1,54
31:24.2,38
31:24.4,64
31:24.5,179
31:24.7,199.5
31:24.7,199
31:24.7,151
31:24.8,139.5
31:24.8,83
31:24.8,60.666668
31:24.8,44.333332
31:24.8,63
31:24.8,43.5
31:24.8,43.333332
31:24.8,47.666668
31:24.8,31
31:24.8,24
31:24.9,44.666668
31:24.9,40.5
31:24.9,51.75
31:24.9,27
31:24.9,32.5
31:24.9,14.5
31:24.9,228.66667
31:24.9,235.5
31:24.9,191
31:24.9,185
31:24.9,209
31:24.9,233
31:24.9,155.5
31:24.9,228
31:24.9,213.5
31:24.9,216.5
31:24.9,212.25
31:24.9,188.5
31:24.9,230.33333
31:24.9,187.33333
31:24.9,202.5
31:24.9,222
31:25.0,153
31:25.0,120
31:25.0,75
31:25.0,88
31:25.0,73.666664
31:25.0,79.5
31:25.0,125
31:25.1,54
31:25.1,44
31:25.1,88
31:25.1,57.25
31:25.1,81
31:25.1,63.75
31:25.1,57.666668
31:25.1,60.75
31:25.1,42
31:25.2,133
31:25.3,34
31:25.6,27
31:25.6,226
31:25.7,83
31:25.9,155
31:25.9,128
31:26.0,39
31:26.1,153
31:26.1,100
31:26.4,107
31:26.5,219
31:26.7,61.333332
31:26.7,64.333336
31:26.7,88.5
31:26.7,64.5
31:26.7,55.333332
31:26.7,82
31:26.7,45
31:26.7,79.5
31:26.7,59
31:26.7,24.5
31:26.7,75
31:26.7,49.5
31:26.7,57.5
31:26.7,65.5
31:26.7,72
31:26.7,37.333332
31:26.7,39
31:26.7,54.333332
31:26.7,41.666668
31:26.7,27
31:26.8,245
31:26.8,263.75
31:26.8,261
31:26.8,333
31:26.8,292
31:26.8,226.66667
31:26.8,280.5
31:26.8,181.5
31:26.8,233
31:26.8,215
31:26.8,213.33333
31:26.8,211
31:26.8,241
31:26.8,130
31:26.8,169
31:26.8,193.25
31:26.8,220
31:26.8,268
31:26.8,264
31:26.8,144
31:26.8,158
31:26.8,239
31:26.8,189.5
31:26.8,172.33333
31:26.8,166
31:26.9,174.33333
31:26.9,157
31:26.9,154.33333
31:26.9,159.66667
31:26.9,183
31:26.9,202
31:26.9,150.33333
31:26.9,156.66667
31:26.9,142.66667
31:26.9,118.333336
31:26.9,129.5
31:26.9,91.5
31:26.9,33
31:26.9,114
31:26.9,96.5
31:26.9,20
31:26.9,139.5
31:26.9,132
31:26.9,136
31:26.9,115.666664
31:26.9,118.666664
31:26.9,122
31:26.9,163.25
31:26.9,38.5
31:26.9,39
31:26.9,41.5
31:27.0,128
31:27.0,247.5
31:27.0,250.66667
31:27.0,272.33334
31:27.0,284.33334
31:27.0,277
31:27.0,243
31:27.0,263
31:27.0,200.25
31:27.0,245.5
31:27.0,205
31:27.0,202.5
31:27.0,217
31:27.0,199.5
31:27.0,212
31:27.1,210
31:27.1,213
31:27.1,185.33333
31:27.1,236.5
31:27.1,165
31:27.1,204
31:27.1,191.25
31:27.1,197
31:27.1,183.66667
31:27.1,155.75
31:27.1,172
31:27.1,162
31:27.1,175.66667
31:27.1,181.33333
31:27.1,122
31:27.3,190
31:27.3,175
31:27.6,139
31:27.6,99
31:27.7,181
31:27.9,47
31:27.9,21
31:28.0,131
31:28.1,37
31:28.1,201
31:28.2,176
31:28.5,127
31:28.5,38
31:28.7,115
31:28.7,79.5
31:28.7,93
31:28.7,76.25
31:28.7,84.333336
31:28.7,101.25
31:28.7,78.5
31:28.7,82.75
31:28.7,101
31:28.7,72
31:28.7,87.75
31:28.7,78.75
31:28.7,43
31:28.8,49
31:28.8,54.5
31:28.8,59.5
31:28.8,79
31:28.8,47.5
31:28.8,84.5
31:28.8,293
31:28.8,263
31:28.8,251.33333
31:28.8,242.66667
31:28.8,240
31:28.8,246.5
31:28.8,249.75
31:28.8,214.66667
31:28.8,235
31:28.8,233.5
31:28.8,250.5
31:28.9,139.5
31:28.9,142
31:28.9,160
31:28.9,138
31:28.9,83
31:29.0,87.8
31:29.0,116
31:29.0,155.5
31:29.0,58
31:29.0,55
31:29.0,78.666664
31:29.0,82.75
31:29.0,83
31:29.0,67
31:29.0,62.333332
31:29.0,24
31:29.0,57.5
31:29.0,231
31:29.0,234.33333
31:29.0,245
31:29.0,232
31:29.1,244
31:29.1,235
31:29.1,263
31:29.1,218
31:29.1,219.33333
31:29.1,252.5
31:29.1,207
31:29.1,198.33333
31:29.1,230.5
31:29.1,229
31:29.1,192
31:29.1,229
31:29.1,205.25
31:29.1,199.66667
31:29.1,205
31:29.1,196.66667
31:29.1,212.75
31:29.1,185.25
31:29.2,147
31:29.3,175
31:29.3,151
31:29.3,151
31:29.6,342
31:29.7,194
31:29.8,243
31:29.9,156
31:29.9,122
31:30.0,197
31:30.1,100
31:30.2,21
31:30.2,184
31:30.5,189
31:30.5,171
31:30.5,104
31:30.7,153.66667
31:30.7,168
31:30.7,225.5
31:30.7,175.5
31:30.7,155
31:30.7,181.66667
31:30.7,190.5
31:30.7,245
31:30.7,113.5
31:30.7,169.5
31:30.7,169
31:30.7,235
31:30.7,195.5
31:30.7,143.75
31:30.8,184
31:30.8,180.75
31:30.8,135.5
31:30.8,129.25
31:30.8,154.33333
31:30.8,210
31:30.8,213
31:30.8,169
31:30.8,121.666664
31:30.8,121.25
31:30.8,97.666664
31:30.8,99
31:30.8,111
31:30.8,112.75
31:30.8,82.5
31:30.8,81
31:30.8,94.71429
31:31.0,216.66667
31:31.0,221
31:31.0,187.8
31:31.0,232
31:31.0,250
31:31.0,205.75
31:31.0,227
31:31.0,217.5
31:31.0,170
31:31.0,160.66667
31:31.0,167.33333
31:31.0,142
31:31.0,135
31:31.0,153.5
31:31.1,138.5
31:31.1,150.5
31:31.1,149
31:31.1,148.5
31:31.1,142.8
31:31.1,113.166664
31:31.1,159
31:31.1,119.25
31:31.1,142.66667
31:31.1,91
31:31.1,99.5
31:31.1,86
31:31.1,131
31:31.1,83.666664
31:31.1,103
31:31.1,104.25
31:31.1,55
31:31.2,207
31:31.3,65
31:31.3,41
31:31.4,13
31:31.6,27
31:31.6,283
31:31.7,147
31:31.8,125
31:31.8,350
31:31.8,297
31:31.8,325
31:31.9,297
31:31.9,224.5
31:31.9,215.66667
31:31.9,242
31:31.9,208.33333
31:31.9,190.33333
31:31.9,256
31:31.9,263.25
31:31.9,266
31:31.9,191
31:31.9,229.66667
31:31.9,168.33333
31:31.9,217.5
31:31.9,189
31:31.9,172
31:31.9,262
31:31.9,259.33334
31:31.9,264.75
31:32.0,94
31:32.0,86
31:32.1,167
31:32.2,87
31:32.2,31
31:32.5,36
31:32.5,18
31:32.6,164
31:32.7,254
31:32.7,227.5
31:32.7,201
31:32.7,237.75
31:32.7,275.5
31:32.7,215
31:32.7,244
31:32.7,243.5
31:32.7,271
31:32.7,191
31:32.7,211
31:32.7,239.75
31:32.7,269
31:32.8,231
31:32.8,216.33333
31:32.8,217
31:32.8,251
31:32.8,239.25
31:32.8,196.5
31:32.8,180
31:32.8,198
31:32.8,225
31:32.8,224
31:32.8,267
31:32.8,225
31:32.8,221
31:32.8,152.5
31:32.8,214
31:32.8,105
31:32.8,175
31:32.8,152.5
31:32.8,146
31:32.8,165.5
31:32.8,161.33333
31:32.8,155
31:32.8,130
31:32.8,146
31:32.8,163
31:33.0,232.33333
31:33.0,237.5
31:33.0,249.75
31:33.0,260
31:33.0,271.66666
31:33.0,254.75
31:33.0,231
31:33.0,199.33333
31:33.0,235
31:33.1,202.5
31:33.1,181
31:33.1,211
31:33.1,190.5
31:33.1,195
31:33.1,206
31:33.1,197.5
31:33.1,180.33333
31:33.1,188.33333
31:33.1,158.66667
31:33.1,162.5
31:33.1,138.33333
31:33.1,179
31:33.1,156.5
31:33.1,119
31:33.1,97
31:33.2,111
31:33.3,129
31:33.3,109
31:33.4,80
31:33.6,94
31:33.8,202
31:33.8,125
31:33.8,118.333336
31:33.8,116
31:33.8,117
31:33.9,243
31:33.9,239.5
31:33.9,239.75
31:33.9,241
31:33.9,253
31:33.9,235.25
31:33.9,224
31:33.9,259
31:33.9,250
31:33.9,249.66667
31:33.9,227
31:33.9,217.5
31:33.9,197
31:33.9,226.75
31:33.9,207.2
31:33.9,204.8
31:33.9,230
31:34.0,168
31:34.0,191
31:34.0,134.33333
31:34.0,181.33333
31:34.0,189.66667
31:34.0,127
31:34.0,122
31:34.1,210
31:34.2,159
31:34.2,103
31:34.3,204
31:34.5,108
31:34.5,89
31:34.6,240
31:34.7,73
31:34.7,44
31:34.7,58
31:34.7,78
31:34.7,67
31:34.7,50.5
31:34.7,25
31:34.7,63.5
31:34.7,35
31:34.7,40
31:34.7,74
31:34.7,23
31:34.8,54.666668
31:34.8,54
31:34.8,64.333336
31:34.8,35.333332
31:34.8,37.333332
31:34.8,36
31:34.8,46
31:34.8,42
31:34.8,10
31:34.8,241.5
31:34.8,232.66667
31:34.8,262.33334
31:34.8,237.33333
31:34.8,237.66667
31:34.8,172
31:34.8,212.75
31:34.8,186
31:34.8,192
31:34.8,219
31:34.8,216.66667
31:34.8,214
31:34.8,165
31:34.8,181.33333
31:34.8,190.66667
31:34.8,247
31:34.9,118
31:35.1,229
31:35.1,232.66667
31:35.1,235
31:35.1,239.66667
31:35.1,266
31:35.1,252.33333
31:35.1,264.66666
31:35.1,242.66667
31:35.1,220
31:35.1,200
31:35.1,230.66667
31:35.1,242
31:35.1,248
31:35.1,208.66667
31:35.1,198
31:35.1,223.33333
31:35.1,229.33333
31:35.1,182
31:35.2,161
31:35.2,168
31:35.3,202
31:35.3,180
31:35.4,150
31:35.5,199
31:35.6,161
31:35.8,259.5
31:35.8,236.5
31:35.8,118
31:35.8,143
31:35.9,208
31:35.9,170
31:35.9,83
31:35.9,110
31:35.9,65
31:35.9,103.5
31:35.9,73
31:35.9,145
31:35.9,56
31:35.9,80.5
31:35.9,103
31:35.9,125
31:35.9,35
31:35.9,105
31:35.9,87
31:35.9,99
31:35.9,131.5
31:35.9,119.5
31:35.9,97
31:35.9,71.25
31:35.9,63.5
31:35.9,65
31:35.9,79.5
31:35.9,56.333332
31:36.0,201
31:36.0,233.66667
31:36.0,233
31:36.0,212
31:36.0,209.5
31:36.0,198.66667
31:36.0,208.8
31:36.0,209.66667
31:36.0,177
31:36.1,115.5
31:36.1,145.5
31:36.1,158
31:36.1,115
31:36.1,125
31:36.1,100
31:36.1,136.5
31:36.1,117
31:36.1,118
31:36.1,124
31:36.1,52
31:36.1,68.5
31:36.1,57
31:36.2,211
31:36.2,181
31:36.4,57
31:36.5,181
31:36.5,162
31:36.6,63
31:36.7,190
31:36.7,131
31:36.7,114
31:36.9,180
31:37.1,211.5
31:37.2,141
31:37.2,121
31:37.4,207
31:37.4,203
31:37.4,198
31:37.5,32
31:37.6,207
31:37.7,51
31:37.7,46
31:37.8,20.5
31:37.8,16
31:37.8,255.5
31:37.8,181
31:37.8,186
31:37.9,237
31:37.9,203
31:37.9,139
31:37.9,139.5
31:37.9,152
31:37.9,134
31:37.9,167
31:37.9,135.5
31:37.9,131
31:37.9,150
31:37.9,122
31:37.9,143.5
31:37.9,155.5
31:37.9,148
31:37.9,146.33333
31:37.9,123.25
31:37.9,122.333336
31:37.9,108.5
31:37.9,122.5
31:37.9,96.5
31:37.9,148
31:37.9,70
31:38.0,34
31:38.0,108
31:38.0,105
31:38.0,105
31:38.0,85
31:38.0,70
31:38.0,77
31:38.0,101.5
31:38.0,23
31:38.0,74.5
31:38.0,96
31:38.0,74
31:38.0,92
31:38.0,23
31:38.0,229
31:38.1,196
31:38.1,206
31:38.1,194
31:38.1,196.66667
31:38.1,199
31:38.1,183
31:38.1,197.33333
31:38.1,174.5
31:38.1,186.6
31:38.1,178
31:38.1,189
31:38.1,166
31:38.1,192
31:38.1,123.75
31:38.1,135
31:38.2,53
31:38.3,212
31:38.4,111
31:38.5,207
31:38.6,167
31:38.6,161
31:38.7,72
31:38.7,13
31:38.8,201
31:38.9,59
31:38.9,50
31:39.1,90
31:39.1,49
31:39.2,20
31:39.4,35
31:39.4,28
31:39.5,78
31:39.6,30
31:39.7,129.5
31:39.7,102
31:39.7,129.5
31:39.7,141
31:39.7,168
31:39.7,166.5
31:39.7,102
31:39.7,154
31:39.7,131.33333
31:39.7,96
31:39.8,157.33333
31:39.8,104
31:39.8,137.33333
31:39.8,171
31:39.8,117.5
31:39.8,157
31:39.8,111.25
31:39.8,128.5
31:39.8,143
31:39.8,129.5
31:39.8,97.5
31:39.8,121
31:39.8,136
31:39.8,77
31:39.8,32
31:39.8,115
31:39.8,68.5
31:39.8,122
31:39.8,122
31:39.8,108
31:39.8,104
31:39.8,54
31:39.8,81
31:39.8,56.5
31:39.9,368
31:39.9,323
31:39.9,327
31:39.9,338.66666
31:39.9,351
31:39.9,266.33334
31:39.9,315.66666
31:39.9,329.5
31:39.9,371
31:39.9,317
31:39.9,326
31:39.9,313
31:39.9,303.33334
31:39.9,310.33334
31:39.9,233
31:39.9,256.33334
31:39.9,328.33334
31:39.9,344.66666
31:39.9,342.5
31:39.9,271
31:39.9,306.33334
31:39.9,227.33333
31:39.9,379
31:39.9,250.33333
31:39.9,247.33333
31:39.9,290.33334
31:40.0,270.5
31:40.0,317
31:40.0,310
31:40.0,295
31:40.0,343
31:40.0,238
31:40.0,286.66666
31:40.0,236.33333
31:40.0,329
31:40.0,284.33334
31:40.0,247.5
31:40.0,204
31:40.1,221
31:40.1,109.5
31:40.1,191
31:40.1,162
31:40.1,173.2
31:40.1,181.6
31:40.1,127
31:40.1,44.5
31:40.1,198.2
31:40.1,76.666664
31:40.1,95.333336
31:40.1,97
31:40.1,134
31:40.1,119.333336
31:40.1,206
31:40.1,202.33333
31:40.1,88.666664
31:40.1,140.5
31:40.1,80.666664
31:40.1,92.333336
31:40.1,113
31:40.1,74
31:40.1,52.666668
31:40.1,143.5
31:40.1,128.33333
31:40.1,23
31:40.1,210.66667
31:40.1,207.5
31:40.2,148
31:40.3,44
31:40.4,204
31:40.6,360
31:40.6,357
31:40.7,331
31:40.7,269
31:40.8,240
31:40.9,211
31:40.9,208
31:40.9,172
31:41.0,102
31:41.1,23
31:41.1,207
31:41.2,177
31:41.2,131
31:41.4,186
31:41.5,104
31:41.5,20
31:41.7,39
31:41.7,64
31:41.7,40
31:41.7,51.5
31:41.7,60.5
31:41.7,76
31:41.7,51
31:41.7,58
31:41.7,35
31:41.7,52
31:41.8,65.75
31:41.8,17
31:41.8,41
31:41.8,79
31:41.8,53.2
31:41.8,32
31:41.8,34
31:41.8,43
31:41.8,31.75
31:41.8,247
31:41.8,220.66667
31:41.8,219.5
31:41.8,257.5
31:41.8,229
31:41.8,230.5
31:41.9,157.66667
31:41.9,172
31:41.9,172.5
31:41.9,158.5
31:41.9,179
31:41.9,153.5
31:41.9,172.5
31:41.9,130
31:41.9,151
31:41.9,156.8
31:41.9,148
31:42.0,82.5
31:42.0,86
31:42.0,103.5
31:42.0,54
31:42.0,55
31:42.0,103
31:42.0,96
31:42.0,36
31:42.1,264.5
31:42.1,266.25
31:42.1,272.33334
31:42.1,262.25
31:42.1,250.5
31:42.1,217
31:42.1,279
31:42.1,238
31:42.1,233.66667
31:42.1,236.75
31:42.1,255.75
31:42.1,265
31:42.1,272
31:42.1,241.75
31:42.1,240
31:42.1,235
31:42.1,184.75
31:42.1,230
31:42.1,216.2
31:42.1,224.66667
31:42.1,226
31:42.1,177.5
31:42.1,220
31:42.2,187
31:42.2,164.5
31:42.2,202
31:42.2,131
31:42.3,205
31:42.4,156
31:42.4,144
31:42.6,101
31:42.7,71
31:42.8,338
31:42.8,338
31:42.9,354
31:42.9,352
31:42.9,314
31:43.0,253
31:43.1,182
31:43.1,146
31:43.2,69
31:43.3,190
31:43.3,127
31:43.4,74
31:43.5,213
31:43.5,135
31:43.5,128
31:43.7,167
31:43.7,152
31:43.7,167
31:43.7,184.66667
31:43.7,186
31:43.8,164
31:43.8,128
31:43.8,182
31:43.8,144
31:43.8,166.5
31:43.8,204.5
31:43.8,134
31:43.8,121.5
31:43.8,185
31:43.8,163
31:43.8,151
31:43.8,198
31:43.8,168
31:43.8,144.5
31:43.8,144
31:43.8,160.75
31:43.8,151.33333
31:43.8,132
31:43.8,75
31:43.8,62
