date,diff
31:56.8,154
31:56.8,202
31:56.8,165.5
31:56.8,178
31:56.8,110
31:56.8,183
31:56.8,131
31:56.8,165
31:56.8,219
31:56.8,112
31:56.8,171.66667
31:56.8,167.33333
31:56.8,209.5
31:56.9,127
31:56.9,151.33333
31:56.9,164.25
31:56.9,146.5
31:56.9,136.33333
31:56.9,126
31:56.9,110.666664
31:56.9,81
31:56.9,111
31:56.9,61
31:56.9,83
31:56.9,123
31:56.9,79
31:56.9,105
31:56.9,124
31:56.9,57.333332
31:56.9,9
31:56.9,110
31:56.9,71
31:56.9,72
31:56.9,77
31:56.9,66.333336
31:57.0,27
31:57.0,39.666668
31:57.0,87
31:57.0,252
31:57.0,282.5
31:57.1,239.5
31:57.1,172
31:57.1,224
31:57.1,208
31:57.1,208
31:57.1,176
31:57.1,174
31:57.1,231.5
31:57.1,217.33333
31:57.1,250
31:57.1,172
31:57.1,124.5
31:57.1,223
31:57.1,198
31:57.1,169
31:57.1,173
31:57.1,155.5
31:57.1,146
31:57.1,150.66667
31:57.1,147
31:57.1,166
31:57.2,121
31:57.2,113
31:57.2,119
31:57.2,152
31:57.2,118.5
31:57.2,180
31:57.2,167
31:57.2,143.33333
31:57.2,124
31:57.2,149
31:57.2,76.5
31:57.2,102.5
31:57.2,91
31:57.2,43.5
31:57.2,47
31:57.2,87.333336
31:57.2,128
31:57.2,61
31:57.2,56
31:57.2,93
31:57.2,88
31:57.2,107
31:57.4,45
31:57.8,118
31:58.1,36
31:58.3,187
31:58.4,81
31:58.4,95
31:58.4,120
31:58.4,100
31:58.4,123
31:58.4,97
31:58.4,78.5
31:58.4,113
31:58.4,133
31:58.4,99
31:58.4,101
31:58.4,113.5
31:58.4,79
31:58.4,98.5
31:58.4,82
31:58.4,87
31:58.4,105
31:58.4,52
31:58.4,107
31:58.4,108
31:58.4,112.333336
31:58.4,74.666664
31:58.4,90
31:58.4,79.333336
31:58.4,70
31:58.4,67.333336
31:58.4,75
31:58.4,87.333336
31:58.4,34
31:58.4,117
31:58.4,114
31:58.4,101.666664
31:58.4,130
31:58.4,55
31:58.5,214
31:58.5,203.5
31:58.5,214
31:58.5,214
31:58.5,215.33333
31:58.5,210.5
31:58.5,223
31:58.6,160
31:58.6,133
31:58.6,116
31:58.6,66
31:58.7,46
31:58.7,221
31:58.8,212
31:58.8,176.5
31:58.8,191
31:58.8,132
31:58.8,160
31:58.8,122
31:58.8,76
31:58.8,119.333336
31:58.8,138.66667
31:58.9,97.5
31:58.9,126
31:58.9,120.333336
31:58.9,166
31:58.9,105.666664
31:58.9,93
31:58.9,110.75
31:58.9,112
31:58.9,110.666664
31:58.9,61
31:58.9,64.5
31:58.9,72.5
31:58.9,37
31:59.0,266
31:59.0,283.5
31:59.0,266
31:59.0,268.75
31:59.0,279
31:59.0,251
31:59.0,282
31:59.0,244
31:59.0,284.5
31:59.0,217.33333
31:59.0,239.33333
31:59.0,284
31:59.1,175.5
31:59.1,177
31:59.1,160.5
31:59.1,83
31:59.1,126.25
31:59.1,100
31:59.1,150
31:59.1,132.33333
31:59.1,44
31:59.1,141
31:59.1,64
31:59.1,48
31:59.1,48
31:59.1,52
31:59.1,50
31:59.1,48
31:59.3,224.5
31:59.3,235.33333
31:59.3,236.66667
31:59.3,244
31:59.3,235.66667
31:59.3,242.5
31:59.3,222.33333
31:59.3,203.5
31:59.3,205
31:59.3,208.66667
31:59.3,215.33333
31:59.3,205
31:59.3,201
31:59.3,225
31:59.3,206
31:59.5,209
31:59.7,204
31:59.8,89
31:59.9,33
31:59.9,208
32:00.0,164
32:00.0,144
32:00.0,152
32:00.0,156
32:00.0,158
32:00.0,131.5
32:00.0,142
32:00.0,154
32:00.0,150
32:00.1,15
32:00.2,222
32:00.5,241
32:00.5,221.5
32:00.5,260.66666
32:00.5,266.66666
32:00.5,241
32:00.5,286
32:00.5,258.5
32:00.5,265.5
32:00.5,229.33333
32:00.5,265.66666
32:00.5,239.33333
32:00.5,249
32:00.5,281
32:00.5,275
32:00.5,222.5
32:00.5,246.5
32:00.5,218.5
32:00.5,228.33333
32:00.5,234.66667
32:00.5,240.33333
32:00.5,243.75
32:00.5,281.5
32:00.5,283.33334
32:00.5,279.66666
32:00.5,248
32:00.5,214
32:00.5,194.6
32:00.5,227.66667
32:00.5,177.33333
32:00.5,232
32:00.6,155
32:00.6,131
32:00.6,114
32:00.6,64
32:00.7,1000
32:00.7,941
32:00.7,938
32:00.8,195
32:00.8,682
32:00.8,861
32:00.8,863
32:00.8,852
32:00.8,552.5
32:00.8,597
32:00.9,641
32:00.9,868
32:00.9,350
32:00.9,600.3333
32:00.9,476.66666
32:00.9,845.5
32:00.9,834.5
32:00.9,335.66666
32:00.9,827.5
32:00.9,823.5
32:00.9,850
32:00.9,632
32:00.9,450
32:00.9,816
32:00.9,797
32:00.9,441.5
32:00.9,61
32:01.7,257
32:01.7,253
32:01.7,259.66666
32:01.7,310.5
32:01.7,291.66666
32:01.7,281
32:01.7,264.33334
32:01.7,231
32:01.7,276.66666
32:01.7,279.5
32:01.7,259.33334
32:01.7,256.66666
32:01.7,198.5
32:01.7,257
32:01.7,239.5
32:01.7,263.66666
32:01.7,217.33333
32:01.7,221.5
32:01.7,224.33333
32:01.7,226
32:01.7,255
32:01.7,271.33334
32:01.7,269.5
32:01.7,259
32:01.7,238
32:01.7,208.33333
32:01.7,180.5
32:01.7,213
32:01.7,221
32:01.7,217
32:01.7,190.66667
32:01.7,234
32:01.7,224.66667
32:01.8,209
32:01.8,120
32:01.9,222.5
32:01.9,197
32:02.0,152
32:02.0,130
32:02.0,140
32:02.0,127
32:02.0,129
32:02.0,141
32:02.0,137
32:02.1,44
32:02.1,41
32:02.1,58
32:02.1,59
32:02.1,61
32:02.1,22.5
32:02.1,6
32:02.1,39
32:02.1,15.5
32:02.1,15
32:02.2,209
32:02.2,182
32:02.2,150
32:02.5,169.5
32:02.5,199
32:02.5,214
32:02.5,275
32:02.5,131
32:02.5,242
32:02.5,187
32:02.5,179.5
32:02.5,258
32:02.5,227.5
32:02.5,208
32:02.5,215.5
32:02.5,204
32:02.5,197.33333
32:02.5,170.33333
32:02.5,196.33333
32:02.5,220.33333
32:02.5,235
32:02.5,224
32:02.5,182
32:02.5,203.33333
32:02.5,201
32:02.5,167.66667
32:02.5,168.75
32:02.5,193
32:02.5,168
32:02.5,233
32:02.5,223.5
32:02.5,242.66667
32:02.5,174.66667
32:02.5,170.5
32:02.5,124
32:02.5,163
32:02.5,174
32:02.5,128.5
32:02.5,205
32:02.6,110
32:02.6,95
32:02.7,206
32:02.7,174
32:02.7,131
32:02.7,125
32:02.9,203
32:03.1,37
32:03.3,5
32:03.4,134.33333
32:03.4,128.5
32:03.5,27
32:03.5,29
32:03.7,42
32:03.7,39
32:03.7,30
32:03.7,82
32:03.7,24
32:03.7,8
32:03.8,219.33333
32:03.8,180
32:03.9,107
32:03.9,98
32:03.9,92
32:04.0,75
32:04.0,280.5
32:04.0,292
32:04.0,272.33334
32:04.0,310
32:04.1,222
32:04.1,198.5
32:04.1,184.66667
32:04.1,238
32:04.1,156.5
32:04.1,200.5
32:04.1,215
32:04.1,218.5
32:04.1,156
32:04.1,234.5
32:04.1,156
32:04.1,108
32:04.1,180
32:04.1,153
32:04.1,153
32:04.2,124.5
32:04.2,100
32:04.2,91
32:04.2,97
32:04.3,210.66667
32:04.3,196
32:04.5,232.5
32:04.5,281
32:04.5,243.75
32:04.5,249.5
32:04.5,243
32:04.5,234.75
32:04.5,239
32:04.5,242.25
32:04.5,259.33334
32:04.5,249.4
32:04.5,228
32:04.5,218.5
32:04.5,232.75
32:04.5,218.33333
32:04.5,229
32:04.5,270.75
32:04.5,265
32:04.5,268.6
32:04.5,212.66667
32:04.5,223
32:04.5,212
32:04.5,168
32:04.5,219
32:04.5,190
32:04.6,155
32:04.6,137
32:04.7,47
32:04.7,263
32:04.7,222
32:04.7,217
32:04.9,77
32:05.1,229
32:05.3,119
32:05.4,74
32:05.4,28.5
32:05.4,39
32:05.4,21.5
32:05.5,126
32:05.5,124.5
32:05.5,106
32:05.5,107
32:05.6,33
32:05.7,146
32:05.7,142
32:05.7,137
32:05.7,129
32:05.7,113
32:05.8,82
32:05.8,81
32:05.8,87
32:05.8,42
32:05.9,253
32:05.9,257.66666
32:05.9,252
32:05.9,235
32:05.9,265.66666
32:05.9,225
32:05.9,256.33334
32:05.9,254
32:05.9,233
32:05.9,228
32:05.9,234
32:05.9,247
32:05.9,237.75
32:05.9,213.66667
32:05.9,174
32:05.9,169
32:05.9,190.5
32:06.0,140
32:06.0,93.5
32:06.0,120
32:06.0,95
32:06.0,69
32:06.0,126
32:06.1,230
32:06.1,222.75
32:06.1,212.75
32:06.1,228
32:06.1,230.25
32:06.1,215.5
32:06.1,223.33333
32:06.1,221.5
32:06.1,190
32:06.2,192
32:06.2,172
32:06.2,162
32:06.2,149
32:06.3,133
32:06.3,90.333336
32:06.5,118
32:06.5,185
32:06.5,145
32:06.5,153
32:06.5,126.5
32:06.5,131
32:06.5,148
32:06.5,120.5
32:06.5,128.5
32:06.5,111
32:06.5,124
32:06.5,137
32:06.5,111.666664
32:06.5,118.25
32:06.5,116
32:06.5,141.33333
32:06.5,141.5
32:06.5,104.666664
32:06.5,108.333336
32:06.5,96.75
32:06.5,101.333336
32:06.5,117.666664
32:06.5,119.333336
32:06.5,98
32:06.5,141
32:06.5,130.66667
32:06.5,151.33333
32:06.5,88.666664
32:06.5,96
32:06.6,50
32:06.6,40
32:06.7,183
32:06.7,165.5
32:06.7,125
32:06.7,197.5
32:06.7,200
32:06.7,168
32:06.7,167.5
32:06.7,154
32:06.7,186
32:06.7,135.33333
32:06.7,137.33333
32:06.7,161
32:06.7,112
32:06.7,150.75
32:06.7,113.333336
32:06.7,141.66667
32:06.7,129
32:06.7,129.25
32:06.7,118
32:06.7,115.75
32:06.7,133.66667
32:06.7,127.666664
32:06.7,159.33333
32:06.7,171
32:06.7,120.25
32:06.7,97.666664
32:06.7,105
32:06.7,114.666664
32:06.7,98.333336
32:06.7,87.666664
32:06.7,136.33333
32:06.7,88
32:06.7,109
32:06.7,104
32:06.9,208
32:06.9,201
32:07.1,35
32:07.3,14
32:07.4,187
32:07.4,147
32:07.4,137.5
32:07.5,75.5
32:07.5,68
32:07.5,37.5
32:07.5,37
32:07.5,19
32:07.5,14
32:07.5,19
32:07.5,213
32:07.5,203
32:07.5,212
32:07.6,160
32:07.7,49
32:07.7,47
32:07.7,15
32:07.8,212
32:07.8,231.5
32:07.8,185.66667
32:07.9,150.5
32:07.9,132
32:07.9,116.5
32:07.9,163.66667
32:07.9,99.333336
32:07.9,157.5
32:07.9,130
32:07.9,148.66667
32:07.9,110.333336
32:07.9,128.66667
32:07.9,148.5
32:07.9,126.75
32:07.9,88
32:07.9,98.5
32:07.9,102.5
32:07.9,72
32:07.9,77.5
32:08.0,44
32:08.0,209
32:08.0,183.5
32:08.0,204.5
32:08.0,165
32:08.0,193
32:08.1,147
32:08.1,66.25
32:08.1,67.333336
32:08.1,51
32:08.1,61.666668
32:08.1,69
32:08.1,72.666664
32:08.1,67
32:08.1,63
32:08.1,56
32:08.2,56.333332
32:08.2,52
32:08.2,40
32:08.2,211.5
32:08.2,203
32:08.3,159
32:08.5,138
32:08.5,140
32:08.6,92
32:08.7,245
32:08.7,210
32:08.7,222.5
32:08.7,260
32:08.7,261
32:08.7,229.5
32:08.7,227
32:08.7,204
32:08.7,218.5
32:08.7,195.5
32:08.7,208
32:08.7,222.5
32:08.7,186
32:08.7,222.5
32:08.7,196
32:08.7,170.33333
32:08.7,188.75
32:08.7,205
32:08.7,172.25
32:08.7,175.5
32:08.7,200.66667
32:08.7,205.5
32:08.7,212.5
32:08.7,179
32:08.7,150.25
32:08.7,165
32:08.7,172
32:08.7,155.25
32:08.7,185.5
32:08.7,149
32:08.7,165
32:08.9,238.66667
32:09.1,72
32:09.2,229
32:09.3,89
32:09.4,40
32:09.4,208
32:09.4,198
32:09.5,132.5
32:09.5,123
32:09.5,130
32:09.5,105
32:09.5,94
32:09.5,88
32:09.5,103
32:09.5,81
32:09.5,76
32:09.5,85
32:09.5,77.5
32:09.5,71.666664
32:09.5,68
32:09.5,47.5
32:09.5,55.5
32:09.6,24
32:09.6,210
32:09.7,109
32:09.7,107.5
32:09.8,43.333332
32:09.8,50
32:09.8,221
32:09.9,209.75
32:09.9,182.75
32:09.9,191
32:09.9,218
32:09.9,181
32:09.9,195.33333
32:09.9,192.5
32:09.9,194
32:09.9,196.5
32:09.9,175.5
32:09.9,179.8
32:09.9,187.75
32:09.9,165
32:09.9,159.5
32:09.9,133
32:09.9,118
32:10.1,263
32:10.1,184
32:10.1,113
32:10.1,151.5
32:10.1,136.66667
32:10.1,146.5
32:10.1,164.25
32:10.1,162.33333
32:10.2,141
32:10.2,135.33333
32:10.2,136
32:10.2,130
32:10.2,145
32:10.2,101
32:10.2,99
32:10.3,212
32:10.3,200
32:10.5,36
32:10.6,257
32:10.7,127
32:10.7,83
32:10.7,160.5
32:10.7,161
32:10.7,158
32:10.7,105
32:10.7,114
32:10.7,124
32:10.7,75
32:10.7,119.5
32:10.7,119
32:10.7,93.5
32:10.7,99.25
32:10.7,84.5
32:10.7,96.666664
32:10.7,119.5
32:10.7,98
32:10.7,66.5
32:10.7,68.666664
32:10.7,73
32:10.7,89.5
32:10.7,102.5
32:10.7,103
32:10.7,85
32:10.7,50.25
32:10.7,54.75
32:10.7,68.666664
32:10.7,55.333332
32:10.7,64.5
32:10.7,80.5
32:10.9,115
32:11.1,167
32:11.2,59
32:11.2,257
32:11.3,191
32:11.4,143
32:11.4,76.5
32:11.4,104
32:11.4,37
32:11.4,100
32:11.5,216.33333
32:11.5,246
32:11.5,232
32:11.5,294
32:11.5,234
32:11.5,284.66666
32:11.5,257.33334
32:11.5,261.33334
32:11.5,226.33333
32:11.5,263.66666
32:11.5,235.33333
32:11.5,247.66667
32:11.5,280.66666
32:11.5,274.33334
32:11.5,221.66667
32:11.5,249.75
32:11.5,190
32:11.5,226
32:11.5,253.66667
32:11.5,250.66667
32:11.5,222.33333
32:11.5,281.66666
32:11.5,273.25
32:11.5,269.66666
32:11.5,232
32:11.5,245.5
32:11.5,236.33333
32:11.6,222
32:11.6,283
32:11.6,181
32:11.6,187
32:11.6,159
32:11.7,100
32:11.7,98
32:11.7,232
32:11.8,197.75
32:11.8,152
32:11.8,120
32:11.9,103
32:11.9,132
32:11.9,129.5
32:11.9,99.666664
32:11.9,118.666664
32:11.9,100.5
32:11.9,99.333336
32:11.9,105
32:11.9,89.666664
32:11.9,99.4
32:11.9,84.666664
32:11.9,72.25
32:11.9,48
32:12.1,121
32:12.1,40.5
32:12.1,25
32:12.1,33.5
32:12.1,30
32:12.2,30.333334
32:12.2,30
32:12.2,24.666666
32:12.2,231
32:12.3,90.5
32:12.4,83
32:12.5,165
32:12.6,118
32:12.7,265
32:12.7,276.33334
32:12.7,283.33334
32:12.7,279.33334
32:12.7,216.5
32:12.7,206
32:12.7,292
32:12.7,227
32:12.7,254.33333
32:12.7,235.75
32:12.7,210
32:12.7,246.5
32:12.7,218.25
32:12.7,286
32:12.7,194.25
32:12.7,196.66667
32:12.7,217.75
32:12.7,226.75
32:12.7,197
32:12.7,245.5
32:12.7,201.66667
32:12.7,172.25
32:12.7,192
32:12.7,210
32:12.7,164.75
32:12.7,216
32:12.7,213.5
32:12.8,141
32:12.9,216
32:12.9,243
32:13.0,179
32:13.0,124
32:13.0,143
32:13.0,91
32:13.0,113
32:13.1,99
32:13.1,93
32:13.2,181
32:13.2,136
32:13.2,106
32:13.4,281
32:13.5,114
32:13.5,98
32:13.5,105.5
32:13.5,112.5
32:13.5,188
32:13.5,141
32:13.5,113.5
32:13.5,153
32:13.5,144
32:13.5,104
32:13.5,132
32:13.5,131.5
32:13.5,114.5
32:13.5,117
32:13.5,111.5
32:13.5,73.5
32:13.5,132.33333
32:13.5,112
32:13.6,74
32:13.6,102.5
32:13.6,58.75
32:13.6,57.666668
32:13.6,46
32:13.6,60.5
32:13.6,56
32:13.6,47.333332
32:13.6,102.5
32:13.6,91.75
32:13.6,89.333336
32:13.6,54.75
32:13.6,59.333332
32:13.6,77
32:13.6,60
32:13.6,214.66667
32:13.7,167
32:13.7,137
32:13.7,90
32:13.8,90
32:13.8,56.666668
32:13.8,70
32:13.9,224.5
32:13.9,216
32:13.9,198.5
32:13.9,174
32:13.9,210.5
32:13.9,185
32:13.9,200.5
32:13.9,229
32:13.9,189
32:13.9,201
32:13.9,193.33333
32:13.9,193
32:13.9,207
32:13.9,176
32:13.9,189.33333
32:13.9,204.5
32:13.9,185
32:13.9,172
32:13.9,182
32:13.9,176
32:13.9,153
32:14.1,207
32:14.4,134
32:14.6,266
32:14.7,137.5
32:14.7,118
32:14.7,112
32:14.7,88
32:14.7,172.5
32:14.7,171
32:14.7,105
32:14.7,124
32:14.7,158.5
32:14.7,48
32:14.7,126.5
32:14.7,99.5
32:14.7,112
32:14.7,109.666664
32:14.7,122
32:14.7,60
32:14.7,98.333336
32:14.7,85.666664
32:14.7,105.75
32:14.7,125
32:14.7,100.666664
32:14.7,68.333336
32:14.7,69.666664
32:14.7,74
32:14.7,104.333336
32:14.7,98.666664
32:14.7,103
32:14.7,122.333336
32:14.7,63
32:14.7,28.666666
32:14.7,77
32:14.7,72.333336
32:14.7,54
32:14.7,40.666668
32:14.7,97.333336
32:14.7,42
32:14.8,199
32:14.9,85.5
32:14.9,75.5
32:15.0,53
32:15.0,254
32:15.0,200
32:15.0,231
32:15.0,248.5
32:15.0,196
32:15.0,203.5
32:15.1,202
32:15.1,190
32:15.1,76.5
32:15.1,109
32:15.2,122
32:15.2,101
32:15.2,80
32:15.2,134
32:15.2,79.75
32:15.2,71
32:15.2,70
32:15.2,30
32:15.3,208
32:15.5,195
32:15.5,177.5
32:15.5,163
32:15.5,194.5
32:15.5,201
32:15.5,264
32:15.5,176
32:15.5,191
32:15.5,231
32:15.5,222
32:15.5,184
32:15.5,215
32:15.6,146
32:15.6,140.75
32:15.6,199
32:15.6,121.5
32:15.6,156.75
32:15.6,173.8
32:15.6,137.5
32:15.6,131
32:15.6,134.2
32:15.6,126
32:15.6,137.75
32:15.6,135
32:15.6,154.25
32:15.6,176.33333
32:15.6,177.25
32:15.6,135.75
32:15.6,148
32:15.6,115.666664
32:15.6,191
32:15.6,95.5
32:15.7,211
32:15.7,214
32:15.7,167
32:15.8,165
32:15.8,147
32:15.8,79
32:15.9,24
32:16.1,78
32:16.1,65
32:16.3,49
32:16.4,209
32:16.4,176
32:16.4,186
32:16.4,183
32:16.4,164
32:16.4,180
32:16.5,64
32:16.5,58.5
32:16.5,63
32:16.7,90
32:16.7,90
32:16.7,84
32:16.7,77
32:16.7,73
32:16.7,72
32:16.7,53
32:16.8,182
32:16.9,160
32:16.9,148
32:16.9,95
32:16.9,95
32:16.9,79.5
32:17.0,62
32:17.0,46
32:17.0,255
32:17.0,240.75
32:17.0,206.5
32:17.0,229
32:17.1,202
32:17.1,196
32:17.1,122
32:17.1,108.5
32:17.1,106
32:17.1,102
32:17.2,108.5
32:17.2,104.5
32:17.2,114
32:17.2,112.5
32:17.2,110.5
32:17.2,108
32:17.2,105
32:17.2,98.333336
32:17.2,93.5
32:17.2,86
32:17.2,84
32:17.2,45
32:17.2,43
32:17.3,209.5
32:17.3,135.5
32:17.3,123
32:17.5,199
32:17.5,211
32:17.5,194.5
32:17.5,200
32:17.5,240.33333
32:17.5,239
32:17.5,205
32:17.5,221
32:17.5,213
32:17.5,184
32:17.6,171
32:17.6,146
32:17.6,154.5
32:17.6,157.33333
32:17.6,143
32:17.6,106
32:17.6,154.5
32:17.6,158.5
32:17.6,154
32:17.6,179.5
32:17.6,164.33333
32:17.6,132.25
32:17.6,124.5
32:17.6,126.333336
32:17.6,136.5
32:17.6,135
32:17.6,155
32:17.6,167
32:17.6,187.33333
32:17.6,133.25
32:17.6,131.66667
32:17.6,90
32:17.8,210
32:17.8,209.33333
32:17.8,132
32:17.9,78
32:18.1,133
32:18.1,120
32:18.1,74
32:18.3,107
32:18.4,53
32:18.4,47
32:18.4,17
32:18.4,19
32:18.4,8.5
32:18.5,117
32:18.5,112
32:18.5,119
32:18.6,45.333332
32:18.6,13
32:18.7,150
32:18.7,150
32:18.7,143
32:18.7,136
32:18.7,135
32:18.7,128
32:18.8,77.5
32:18.8,84
32:18.8,65
32:18.8,19
32:18.9,237
32:18.9,250
32:18.9,213
32:18.9,245
32:18.9,193
32:18.9,233.33333
32:18.9,234
32:18.9,244.33333
32:18.9,211.66667
32:18.9,236
32:18.9,236.25
32:18.9,211.66667
32:18.9,212
32:18.9,209
32:18.9,186
32:18.9,177
32:18.9,160
32:18.9,149
32:18.9,182
32:18.9,145
32:18.9,151.5
32:19.0,143
32:19.0,131
32:19.0,88.666664
32:19.0,112
32:19.0,57.666668
32:19.1,242.5
32:19.1,181
32:19.1,187
32:19.1,155
32:19.2,171.5
32:19.2,167
32:19.2,153
32:19.2,165
32:19.2,171
32:19.2,173
32:19.2,171.25
32:19.2,160
32:19.2,157.66667
32:19.2,154.25
32:19.2,145
32:19.2,104
32:19.2,103
32:19.3,74
32:19.3,59
32:19.3,207
32:19.3,197
32:19.5,21
32:19.5,24
32:19.5,18
32:19.5,18
32:19.5,10.5
32:19.5,13
32:19.5,17
32:19.5,10.5
32:19.6,269
32:19.6,282
32:19.6,256
32:19.6,302
32:19.6,213
32:19.6,286
32:19.6,164
32:19.6,262
32:19.6,284
32:19.6,182
32:19.6,337
32:19.6,237.5
32:19.6,251.5
32:19.6,292.5
32:19.6,286.66666
32:19.6,234.33333
32:19.6,241
32:19.6,260
32:19.6,167.5
32:19.6,304
32:19.6,206.33333
32:19.6,219
32:19.6,292
32:19.6,209
32:19.6,285.66666
32:19.6,272.66666
32:19.6,313.33334
32:19.6,216.5
32:19.6,198
32:19.7,156
32:19.7,151.5
32:19.7,217
32:19.7,216.5
32:19.7,105
32:19.7,132
32:19.7,199.5
32:19.7,94
32:19.7,78.5
32:19.7,198
32:19.7,119.5
32:19.7,157
32:19.7,111.5
32:19.7,157.5
32:19.7,53
32:19.7,110.666664
32:19.7,82.666664
32:19.7,107.333336
32:19.7,138.5
32:19.7,66
32:19.7,68.333336
32:19.7,73.666664
32:19.7,118
32:19.7,126.5
32:19.7,153.66667
32:19.7,103.666664
32:19.7,45.75
32:19.7,64.333336
32:19.7,78.666664
32:19.7,49.333332
32:19.7,33.333332
32:19.7,122
32:19.7,37
32:19.8,207
32:19.8,204
32:19.9,149
32:19.9,112
32:20.1,222
32:20.1,158
32:20.3,205
32:20.4,151
32:20.4,144
32:20.4,115.5
32:20.4,115
32:20.4,110.5
32:20.5,197
32:20.5,191
32:20.5,200
32:20.5,188.33333
32:20.5,201
32:20.6,125.5
32:20.6,132
32:20.6,126.5
32:20.6,109
32:20.6,122
32:20.6,95
32:20.7,221.33333
32:20.7,255
32:20.8,164.5
32:20.8,198
32:20.8,155
32:20.8,125.5
32:20.9,96.5
32:20.9,130
32:20.9,124
32:20.9,63
32:20.9,83
32:20.9,120
32:20.9,59
32:20.9,93
32:20.9,133
32:20.9,53
32:20.9,44
32:20.9,121.5
32:20.9,88.5
32:20.9,101.75
32:20.9,62.75
32:20.9,110
32:20.9,61
32:21.0,245.33333
32:21.0,234.75
32:21.0,229.5
32:21.0,228.33333
32:21.0,219.33333
32:21.1,208
32:21.1,183
32:21.1,170.33333
32:21.1,177
32:21.1,169
32:21.1,163
32:21.1,97
32:21.1,81.5
32:21.2,74.333336
32:21.2,108
32:21.2,59
32:21.2,90.666664
32:21.2,90
32:21.2,94.5
32:21.2,82.5
32:21.2,56.333332
32:21.2,76.5
32:21.2,70.75
32:21.2,62.5
32:21.2,56
32:21.2,206
32:21.3,178
32:21.3,104
32:21.3,102
32:21.3,90
32:21.5,133
32:21.5,135
32:21.6,85
32:21.6,60
32:21.7,447
32:21.7,405
32:21.7,390
32:21.7,414
32:21.7,414
32:21.7,399
32:21.7,399.33334
32:21.7,376
32:21.7,389.5
32:21.7,383.33334
32:21.7,386.75
32:21.7,370
32:21.7,386.5
32:22.2,309.5
32:22.2,311.5
32:22.2,328.33334
32:22.2,323.25
32:22.2,295.33334
32:22.2,300.25
32:22.2,313.75
32:22.2,315
32:22.2,343
32:22.2,306.5
32:22.2,280.25
32:22.2,294
32:22.2,298.25
32:22.2,292.5
32:22.2,299
32:22.2,309.25
32:22.2,321.33334
32:22.3,166
32:22.4,132
32:22.4,243.66667
32:22.4,234.5
32:22.5,127
32:22.5,121
32:22.5,126
32:22.5,119
32:22.5,127
32:22.5,117.5
32:22.6,53
32:22.6,54
32:22.6,211.66667
32:22.6,214.25
32:22.6,212
32:22.6,205
32:22.6,195
32:22.7,98
32:22.7,89
32:22.7,102
32:22.8,49.5
32:22.8,234
32:22.8,204
32:22.9,223
32:22.9,198
32:22.9,211
32:22.9,179
32:22.9,190.5
32:22.9,220
32:22.9,217
32:22.9,155
32:22.9,181.5
32:22.9,187
32:22.9,212
32:22.9,178.25
32:22.9,170
32:23.0,61
32:23.0,78
32:23.0,69
32:23.0,73
32:23.0,47
32:23.0,49
32:23.0,57.5
32:23.0,57
32:23.0,43
32:23.1,207
32:23.2,140.5
32:23.2,112
32:23.2,131
32:23.2,126
32:23.2,110
32:23.2,135
32:23.2,128
32:23.2,126.5
32:23.2,141
32:23.2,123.5
32:23.2,113
32:23.2,93
32:23.2,113.6
32:23.2,69
32:23.2,40
32:23.2,51
32:23.2,52
32:23.3,33
32:23.3,166
32:23.3,163
32:23.3,151
32:23.3,144
32:23.5,195
32:23.6,144
32:23.7,52
32:23.7,13
32:23.7,3
32:23.7,204
32:23.7,227.33333
32:23.7,216
32:23.7,213
32:23.7,206
32:23.7,216.75
32:23.7,205
32:23.7,203.5
32:24.0,163
32:24.1,71
32:24.2,332
32:24.2,312.75
32:24.2,318.5
32:24.2,324.5
32:24.2,298.25
32:24.2,302.75
32:24.2,321
32:24.2,308
32:24.2,336.6
32:24.2,307.75
32:24.2,281.5
32:24.2,294
32:24.2,307.25
32:24.2,275
32:24.2,309.25
32:24.2,306
32:24.2,319.5
32:24.3,240
32:24.3,173
32:24.4,139
32:24.5,254.5
32:24.5,248.66667
32:24.5,156
32:24.5,159.5
32:24.5,175
32:24.5,187.5
32:24.5,186
32:24.5,213.33333
32:24.5,189
32:24.5,193.33333
32:24.6,155
32:24.6,140
32:24.6,118
32:24.6,144
32:24.6,68
32:24.6,139
32:24.6,113.5
32:24.6,137.5
32:24.6,124.666664
32:24.6,146.33333
32:24.6,156.33333
32:24.6,123
32:24.6,109.666664
32:24.6,123
32:24.6,63.5
32:24.6,169
32:24.6,66
32:24.6,111.75
32:24.6,158
32:24.6,59
32:24.6,158
32:24.6,156.33333
32:24.6,119
32:24.6,166.66667
32:24.6,91
32:24.6,98.75
32:24.6,162
32:24.6,163
32:24.6,87.75
32:24.6,81
32:24.6,68
32:24.6,76
32:24.8,117.5
32:24.8,126.5
32:24.8,71
32:24.8,63
32:24.8,58
32:24.9,55
32:24.9,23
32:24.9,38
32:24.9,17.333334
32:24.9,25
32:24.9,38
32:24.9,24.5
32:24.9,37
32:24.9,9.25
32:24.9,29
32:24.9,217
32:24.9,222
32:24.9,206
32:24.9,216.5
32:25.0,118
32:25.0,132.5
32:25.0,109
32:25.0,127
32:25.0,122
32:25.0,103
32:25.0,108.5
32:25.0,111
32:25.0,114
32:25.1,49
32:25.2,221
32:25.2,211.33333
32:25.2,214
32:25.2,213.33333
32:25.2,208
32:25.2,213
32:25.2,213
32:25.2,159
32:25.3,63
32:25.3,63
32:25.3,42
32:25.3,38
32:25.4,21
32:25.5,92
